ID materiału,Etap,Sesje docelowe,Brief,Prompt lub dokładny tekst,Źródło,Model i wersja,Plan/licencja,Data,Plik master,Eksport,Status,Uwagi z telefonu
VOICE_reset_night-nervous-system-unwind_steps_04,TOŻSAMOŚĆ GŁOSU WYMAGANA,night-nervous-system-unwind,Off-load; 90–135 s; mowa musi pozostawić przestrzeń na praktykę,Name one unfinished thing and deliberately leave it for tomorrow.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/night-nervous-system-unwind/main/04-off-load.wav,narration/releaf-guide/reset/night-nervous-system-unwind/main/04-off-load.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_night-nervous-system-unwind_steps_05,TOŻSAMOŚĆ GŁOSU WYMAGANA,night-nervous-system-unwind,Settle; 135–180 s; mowa musi pozostawić przestrzeń na praktykę,Choose a quieter position and let the next few minutes contain less input.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/night-nervous-system-unwind/main/05-settle.wav,narration/releaf-guide/reset/night-nervous-system-unwind/main/05-settle.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_quick-mood-shift_steps_01,TOŻSAMOŚĆ GŁOSU WYMAGANA,quick-mood-shift,Move; 0–30 s; mowa musi pozostawić przestrzeń na praktykę,"Stand, stretch, or change position for a few comfortable moments.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/quick-mood-shift/main/01-move.wav,narration/releaf-guide/reset/quick-mood-shift/main/01-move.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_quick-mood-shift_steps_02,TOŻSAMOŚĆ GŁOSU WYMAGANA,quick-mood-shift,Light; 30–60 s; mowa musi pozostawić przestrzeń na praktykę,"If practical, move toward brighter natural light or a different part of the room.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/quick-mood-shift/main/02-light.wav,narration/releaf-guide/reset/quick-mood-shift/main/02-light.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_quick-mood-shift_steps_03,TOŻSAMOŚĆ GŁOSU WYMAGANA,quick-mood-shift,Sense; 60–90 s; mowa musi pozostawić przestrzeń na praktykę,"Notice one sound, colour or temperature that is different from a moment ago.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/quick-mood-shift/main/03-sense.wav,narration/releaf-guide/reset/quick-mood-shift/main/03-sense.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_quick-mood-shift_steps_04,TOŻSAMOŚĆ GŁOSU WYMAGANA,quick-mood-shift,Act; 90–120 s; mowa musi pozostawić przestrzeń na praktykę,Complete one tiny useful action before deciding what your mood should be.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/quick-mood-shift/main/04-act.wav,narration/releaf-guide/reset/quick-mood-shift/main/04-act.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_body-recalibration_steps_01,TOŻSAMOŚĆ GŁOSU WYMAGANA,body-recalibration,Support; 0–25 s; mowa musi pozostawić przestrzeń na praktykę,"Notice how your feet, legs or seat are being supported.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/body-recalibration/main/01-support.wav,narration/releaf-guide/reset/body-recalibration/main/01-support.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_body-recalibration_steps_02,TOŻSAMOŚĆ GŁOSU WYMAGANA,body-recalibration,Jaw; 25–50 s; mowa musi pozostawić przestrzeń na praktykę,Check whether the jaw or face is working harder than it needs to.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/body-recalibration/main/02-jaw.wav,narration/releaf-guide/reset/body-recalibration/main/02-jaw.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_body-recalibration_steps_03,TOŻSAMOŚĆ GŁOSU WYMAGANA,body-recalibration,Shoulders; 50–75 s; mowa musi pozostawić przestrzeń na praktykę,"Let the shoulders move once, then settle where they feel easiest.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/body-recalibration/main/03-shoulders.wav,narration/releaf-guide/reset/body-recalibration/main/03-shoulders.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_body-recalibration_steps_04,TOŻSAMOŚĆ GŁOSU WYMAGANA,body-recalibration,Hands; 75–100 s; mowa musi pozostawić przestrzeń na praktykę,Unclench the hands and let the fingers rest.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/body-recalibration/main/04-hands.wav,narration/releaf-guide/reset/body-recalibration/main/04-hands.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_body-recalibration_steps_05,TOŻSAMOŚĆ GŁOSU WYMAGANA,body-recalibration,Posture; 100–125 s; mowa musi pozostawić przestrzeń na praktykę,Adjust your position only enough to feel supported and alert.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/body-recalibration/main/05-posture.wav,narration/releaf-guide/reset/body-recalibration/main/05-posture.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_body-recalibration_steps_06,TOŻSAMOŚĆ GŁOSU WYMAGANA,body-recalibration,Move; 125–150 s; mowa musi pozostawić przestrzeń na praktykę,"Finish with one small movement that feels useful: stand, walk, stretch or reset your working position.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/body-recalibration/main/06-move.wav,narration/releaf-guide/reset/body-recalibration/main/06-move.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_before-panic-builds_steps_01,TOŻSAMOŚĆ GŁOSU WYMAGANA,before-panic-builds,Orient; 0–20 s; mowa musi pozostawić przestrzeń na praktykę,Look around and name where you are. Let your eyes land on a few ordinary details.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/before-panic-builds/main/01-orient.wav,narration/releaf-guide/reset/before-panic-builds/main/01-orient.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_before-panic-builds_steps_02,TOŻSAMOŚĆ GŁOSU WYMAGANA,before-panic-builds,Contact; 20–45 s; mowa musi pozostawić przestrzeń na praktykę,"Notice two or three stable points of contact: feet, chair, floor, wall, or your hands.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/before-panic-builds/main/02-contact.wav,narration/releaf-guide/reset/before-panic-builds/main/02-contact.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_before-panic-builds_steps_03,TOŻSAMOŚĆ GŁOSU WYMAGANA,before-panic-builds,Widen; 45–70 s; mowa musi pozostawić przestrzeń na praktykę,Let attention widen to the room instead of checking every body sensation.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/before-panic-builds/main/03-widen.wav,narration/releaf-guide/reset/before-panic-builds/main/03-widen.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_before-panic-builds_steps_04,TOŻSAMOŚĆ GŁOSU WYMAGANA,before-panic-builds,Release; 70–95 s; mowa musi pozostawić przestrzeń na praktykę,"If it feels comfortable, loosen the jaw, hands, or shoulders without forcing anything.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/before-panic-builds/main/04-release.wav,narration/releaf-guide/reset/before-panic-builds/main/04-release.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_before-panic-builds_steps_05,TOŻSAMOŚĆ GŁOSU WYMAGANA,before-panic-builds,Next; 95–120 s; mowa musi pozostawić przestrzeń na praktykę,Choose one simple next action. You do not need to solve the whole moment at once.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/before-panic-builds/main/05-next.wav,narration/releaf-guide/reset/before-panic-builds/main/05-next.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_before-panic-builds_simplifiedSteps_01,TOŻSAMOŚĆ GŁOSU WYMAGANA,before-panic-builds,See; 0–20 s; mowa musi pozostawić przestrzeń na praktykę,Name three ordinary things you can see.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/before-panic-builds/simplified/01-see.wav,narration/releaf-guide/reset/before-panic-builds/simplified/01-see.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_before-panic-builds_simplifiedSteps_02,TOŻSAMOŚĆ GŁOSU WYMAGANA,before-panic-builds,Feel; 20–40 s; mowa musi pozostawić przestrzeń na praktykę,Notice two points where your body is supported.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/before-panic-builds/simplified/02-feel.wav,narration/releaf-guide/reset/before-panic-builds/simplified/02-feel.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_before-panic-builds_simplifiedSteps_03,TOŻSAMOŚĆ GŁOSU WYMAGANA,before-panic-builds,Next; 40–60 s; mowa musi pozostawić przestrzeń na praktykę,Choose one small next action.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/before-panic-builds/simplified/03-next.wav,narration/releaf-guide/reset/before-panic-builds/simplified/03-next.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_before-exam_steps_01,TOŻSAMOŚĆ GŁOSU WYMAGANA,before-exam,Stop; 0–25 s; mowa musi pozostawić przestrzeń na praktykę,Stop trying to revise everything in the final minutes. You do not need to hold the whole subject at once.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/before-exam/main/01-stop.wav,narration/releaf-guide/reset/before-exam/main/01-stop.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_before-exam_steps_02,TOŻSAMOŚĆ GŁOSU WYMAGANA,before-exam,First Step; 25–55 s; mowa musi pozostawić przestrzeń na praktykę,"Choose the first thing you will do when the exam begins: read the instructions, scan the page, or start with one question.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/before-exam/main/02-first-step.wav,narration/releaf-guide/reset/before-exam/main/02-first-step.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_before-exam_steps_03,TOŻSAMOŚĆ GŁOSU WYMAGANA,before-exam,Support; 55–85 s; mowa musi pozostawić przestrzeń na praktykę,"Notice your feet, chair, or another stable point of physical support.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/before-exam/main/03-support.wav,narration/releaf-guide/reset/before-exam/main/03-support.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_before-exam_steps_04,TOŻSAMOŚĆ GŁOSU WYMAGANA,before-exam,Release; 85–115 s; mowa musi pozostawić przestrzeń na praktykę,"Let unnecessary effort soften in your jaw, hands, and shoulders.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/before-exam/main/04-release.wav,narration/releaf-guide/reset/before-exam/main/04-release.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_before-exam_steps_05,TOŻSAMOŚĆ GŁOSU WYMAGANA,before-exam,Begin; 115–150 s; mowa musi pozostawić przestrzeń na praktykę,Keep only the first question or first instruction in front of you. The rest can arrive one step at a time.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/before-exam/main/05-begin.wav,narration/releaf-guide/reset/before-exam/main/05-begin.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_before-interview_steps_01,TOŻSAMOŚĆ GŁOSU WYMAGANA,before-interview,Arrive; 0–25 s; mowa musi pozostawić przestrzeń na praktykę,Notice the urge to prepare everything at once. You do not need to solve the whole interview right now.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/before-interview/main/01-arrive.wav,narration/releaf-guide/reset/before-interview/main/01-arrive.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_before-interview_steps_02,TOŻSAMOŚĆ GŁOSU WYMAGANA,before-interview,Choose; 25–60 s; mowa musi pozostawić przestrzeń na praktykę,Choose one thing you want to communicate clearly.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/before-interview/main/02-choose.wav,narration/releaf-guide/reset/before-interview/main/02-choose.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_before-interview_steps_03,TOŻSAMOŚĆ GŁOSU WYMAGANA,before-interview,Settle; 60–90 s; mowa musi pozostawić przestrzeń na praktykę,Let your shoulders drop and place both feet somewhere stable.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/before-interview/main/03-settle.wav,narration/releaf-guide/reset/before-interview/main/03-settle.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_before-interview_steps_04,TOŻSAMOŚĆ GŁOSU WYMAGANA,before-interview,First Step; 90–125 s; mowa musi pozostawić przestrzeń na praktykę,Choose one small action you can take when the conversation begins.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/before-interview/main/04-first-step.wav,narration/releaf-guide/reset/before-interview/main/04-first-step.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_before-interview_steps_05,TOŻSAMOŚĆ GŁOSU WYMAGANA,before-interview,Ready; 125–150 s; mowa musi pozostawić przestrzeń na praktykę,Keep only that first step for now.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/before-interview/main/05-ready.wav,narration/releaf-guide/reset/before-interview/main/05-ready.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_before-presentation_steps_01,TOŻSAMOŚĆ GŁOSU WYMAGANA,before-presentation,Notice; 0–25 s; mowa musi pozostawić przestrzeń na praktykę,Notice where you are holding tension.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/before-presentation/main/01-notice.wav,narration/releaf-guide/reset/before-presentation/main/01-notice.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_before-presentation_steps_02,TOŻSAMOŚĆ GŁOSU WYMAGANA,before-presentation,Release; 25–55 s; mowa musi pozostawić przestrzeń na praktykę,Let your jaw loosen and your shoulders drop.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/before-presentation/main/02-release.wav,narration/releaf-guide/reset/before-presentation/main/02-release.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_before-presentation_steps_03,TOŻSAMOŚĆ GŁOSU WYMAGANA,before-presentation,Press; 55–85 s; mowa musi pozostawić przestrzeń na praktykę,"Press your feet gently into the floor, then let the effort go.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/before-presentation/main/03-press.wav,narration/releaf-guide/reset/before-presentation/main/03-press.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_before-presentation_steps_04,TOŻSAMOŚĆ GŁOSU WYMAGANA,before-presentation,First Line; 85–120 s; mowa musi pozostawić przestrzeń na praktykę,Choose the first sentence or first action you need.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/before-presentation/main/04-first-line.wav,narration/releaf-guide/reset/before-presentation/main/04-first-line.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_before-presentation_steps_05,TOŻSAMOŚĆ GŁOSU WYMAGANA,before-presentation,Begin; 120–150 s; mowa musi pozostawić przestrzeń na praktykę,Let the rest of the presentation wait until it arrives.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/before-presentation/main/05-begin.wav,narration/releaf-guide/reset/before-presentation/main/05-begin.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_after-conflict_steps_01,TOŻSAMOŚĆ GŁOSU WYMAGANA,after-conflict,Notice; 0–25 s; mowa musi pozostawić przestrzeń na praktykę,Notice what is still activated in you after the conflict.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/after-conflict/main/01-notice.wav,narration/releaf-guide/reset/after-conflict/main/01-notice.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_after-conflict_steps_02,TOŻSAMOŚĆ GŁOSU WYMAGANA,after-conflict,Name; 25–55 s; mowa musi pozostawić przestrzeń na praktykę,Name the strongest feeling without deciding who was right.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/after-conflict/main/02-name.wav,narration/releaf-guide/reset/after-conflict/main/02-name.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_after-conflict_steps_03,TOŻSAMOŚĆ GŁOSU WYMAGANA,after-conflict,Allow; 55–85 s; mowa musi pozostawić przestrzeń na praktykę,Let the feeling be present for this moment without acting on it.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/after-conflict/main/03-allow.wav,narration/releaf-guide/reset/after-conflict/main/03-allow.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_after-conflict_steps_04,TOŻSAMOŚĆ GŁOSU WYMAGANA,after-conflict,Room; 85–120 s; mowa musi pozostawić przestrzeń na praktykę,Create a little space between the feeling and your next action.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/after-conflict/main/04-room.wav,narration/releaf-guide/reset/after-conflict/main/04-room.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_after-conflict_steps_05,TOŻSAMOŚĆ GŁOSU WYMAGANA,after-conflict,Choose; 120–150 s; mowa musi pozostawić przestrzeń na praktykę,"Choose whether the next useful step is pause, repair, or distance.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/after-conflict/main/05-choose.wav,narration/releaf-guide/reset/after-conflict/main/05-choose.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_panic-spike_steps_01,TOŻSAMOŚĆ GŁOSU WYMAGANA,panic-spike,Arrive; 0–10 s; mowa musi pozostawić przestrzeń na praktykę,Look around and remind yourself where you are.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/panic-spike/main/01-arrive.wav,narration/releaf-guide/reset/panic-spike/main/01-arrive.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_panic-spike_steps_02,TOŻSAMOŚĆ GŁOSU WYMAGANA,panic-spike,See; 10–40 s; mowa musi pozostawić przestrzeń na praktykę,Notice five things you can see.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/panic-spike/main/02-see.wav,narration/releaf-guide/reset/panic-spike/main/02-see.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_panic-spike_steps_03,TOŻSAMOŚĆ GŁOSU WYMAGANA,panic-spike,Feel; 40–65 s; mowa musi pozostawić przestrzeń na praktykę,Notice four points of contact or physical sensation.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/panic-spike/main/03-feel.wav,narration/releaf-guide/reset/panic-spike/main/03-feel.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_panic-spike_steps_04,TOŻSAMOŚĆ GŁOSU WYMAGANA,panic-spike,Hear; 65–85 s; mowa musi pozostawić przestrzeń na praktykę,Listen for three sounds around you.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/panic-spike/main/04-hear.wav,narration/releaf-guide/reset/panic-spike/main/04-hear.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_panic-spike_steps_05,TOŻSAMOŚĆ GŁOSU WYMAGANA,panic-spike,Return; 85–90 s; mowa musi pozostawić przestrzeń na praktykę,Return attention to the room.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/panic-spike/main/05-return.wav,narration/releaf-guide/reset/panic-spike/main/05-return.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_panic-spike_simplifiedSteps_01,TOŻSAMOŚĆ GŁOSU WYMAGANA,panic-spike,See; 0–20 s; mowa musi pozostawić przestrzeń na praktykę,Notice three things you can see.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/panic-spike/simplified/01-see.wav,narration/releaf-guide/reset/panic-spike/simplified/01-see.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_panic-spike_simplifiedSteps_02,TOŻSAMOŚĆ GŁOSU WYMAGANA,panic-spike,Feel; 20–40 s; mowa musi pozostawić przestrzeń na praktykę,Notice two points of contact or physical sensation.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/panic-spike/simplified/02-feel.wav,narration/releaf-guide/reset/panic-spike/simplified/02-feel.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_panic-spike_simplifiedSteps_03,TOŻSAMOŚĆ GŁOSU WYMAGANA,panic-spike,Hear; 40–60 s; mowa musi pozostawić przestrzeń na praktykę,Notice one sound around you.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/panic-spike/simplified/03-hear.wav,narration/releaf-guide/reset/panic-spike/simplified/03-hear.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_overthinking-night_steps_01,TOŻSAMOŚĆ GŁOSU WYMAGANA,overthinking-night,Notice; 0–25 s; mowa musi pozostawić przestrzeń na praktykę,Notice the thought your mind keeps returning to.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/overthinking-night/main/01-notice.wav,narration/releaf-guide/reset/overthinking-night/main/01-notice.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_overthinking-night_steps_02,TOŻSAMOŚĆ GŁOSU WYMAGANA,overthinking-night,Name; 25–55 s; mowa musi pozostawić przestrzeń na praktykę,Name it as a thought rather than a problem you must solve now.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/overthinking-night/main/02-name.wav,narration/releaf-guide/reset/overthinking-night/main/02-name.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_overthinking-night_steps_03,TOŻSAMOŚĆ GŁOSU WYMAGANA,overthinking-night,Unhook; 55–90 s; mowa musi pozostawić przestrzeń na praktykę,Try: “I am noticing the thought that…”,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/overthinking-night/main/03-unhook.wav,narration/releaf-guide/reset/overthinking-night/main/03-unhook.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_overthinking-night_steps_04,TOŻSAMOŚĆ GŁOSU WYMAGANA,overthinking-night,Space; 90–120 s; mowa musi pozostawić przestrzeń na praktykę,Let the thought stay without following it into another problem.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/overthinking-night/main/04-space.wav,narration/releaf-guide/reset/overthinking-night/main/04-space.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
